Time (s),Package Power (W)
30.720098733901978,294.04282
30.82049322128296,326.67031
30.92091989517212,226.81033
31.021397352218628,216.71025999999998
31.12177848815918,224.69974999999997
31.222217559814453,223.96608999999998
31.322605848312378,219.68267
31.422966480255127,216.66815
31.523386478424072,192.80284999999998
31.623746156692505,185.90041
31.72410798072815,182.90480000000002
31.824556589126587,183.57253
31.924927711486816,182.04298999999997
32.02533435821533,184.29029999999997
32.1256959438324,181.95449
32.226118087768555,207.13996999999998
32.32650399208069,222.60989999999998
32.42686915397644,215.14043999999998
32.52726745605469,217.46771999999999
32.62765407562256,226.30068999999997
32.72795653343201,215.36625999999998
32.828306436538696,206.8525
32.92902159690857,212.21258999999998
33.029438495635986,207.66243000000003
33.12989330291748,206.26228999999998
33.23032784461975,205.52255000000002
33.33075737953186,204.48310999999995
33.43116021156311,197.81627
33.531543493270874,201.19943999999998
33.6319854259491,200.79415999999998
33.73240923881531,199.31956
33.832836627960205,200.36813999999998
33.9332230091095,200.27659
34.03364682197571,200.55245999999997
34.13403034210205,198.50657999999999
34.23443651199341,199.95004
34.334831953048706,197.99937
34.43524622917175,200.19053
34.53569269180298,198.27342000000002
34.636109590530396,197.99997999999997
34.73650908470154,198.91306
34.83695936203003,200.13559999999998
34.93734288215637,200.54637
35.037773847579956,197.87058000000002
35.13817572593689,199.32016
35.23864269256592,198.72936
35.3390531539917,197.6118
35.43948721885681,201.61997
35.53987765312195,199.33115
35.64026761054993,200.63975
35.74082398414612,202.20711999999997
35.84127902984619,202.14182
35.941768407821655,203.27523
36.04222226142883,199.18773000000002
36.14267897605896,201.30685
36.243104219436646,200.76608999999996
36.34348917007446,201.03403
36.44393277168274,199.92990999999998
36.54433846473694,201.64194
36.64474892616272,202.07771999999997
36.745177268981934,197.92125
36.845569133758545,196.82018
36.946006536483765,199.68759999999997
37.0463809967041,197.82907999999998
37.14680862426758,197.79246
37.24722933769226,199.08335999999997
37.347644567489624,196.74632000000003
37.4480619430542,200.25339000000002
37.54849314689636,200.09776000000002
37.64895176887512,199.28721
37.749377727508545,190.63733
37.84980297088623,185.83142999999998
37.95021414756775,186.91358999999997
38.05067992210388,188.17822999999996
38.151097774505615,274.30288
38.251506090164185,329.15382
38.35211658477783,256.36713999999995
38.45261597633362,228.11832
38.55309510231018,227.94618999999997
38.65354132652283,227.38956000000002
38.75400257110596,220.84354
38.85448408126831,190.71973
38.95486116409302,186.74939999999998
39.055299282073975,185.77588999999998
39.15568280220032,185.41334999999998
39.25609874725342,184.79627999999997
39.356520891189575,186.64808
39.45693588256836,185.71484999999998
39.557374000549316,226.66689999999997
39.65783357620239,206.53450999999998
39.75830912590027,208.58406000000002
39.85855960845947,217.55865
39.95898127555847,223.83853000000002
40.0593638420105,217.02275999999998
40.15973401069641,220.49748
40.26014447212219,213.65303
40.360533237457275,211.57049999999998
40.46094799041748,221.15666
40.56133580207825,214.97014999999996
40.6617546081543,212.22113999999996
40.762145042419434,203.68904999999998
40.86252522468567,202.36947
40.962982416152954,206.62728
41.06377983093262,205.81246999999996
41.16434359550476,203.38692999999998
41.264856576919556,198.58286999999999
41.365376472473145,206.69074999999998
41.46567511558533,203.98873
41.56623339653015,204.42881
41.666645765304565,202.01363999999998
41.76703643798828,198.75741999999997
41.86739683151245,200.52743999999998
41.9678258895874,200.52989
42.06819725036621,198.94480000000001
42.16861391067505,199.47946000000002
42.26897716522217,199.65831
42.36940240859985,201.05050999999997
42.46987748146057,200.30892999999998
42.57024955749512,197.47875
42.67075157165527,199.68637999999999
42.771146297454834,199.28904000000003
42.87149691581726,198.62679999999997
42.971874713897705,198.24902
43.07224202156067,200.34128
43.172648906707764,192.65393000000003
43.2730495929718,183.01588999999998
43.37347888946533,184.6797
43.473843812942505,184.00709999999998
43.57426333427429,183.92958
43.67462778091431,183.59572
43.774993658065796,183.93141
43.87533903121948,185.00318999999996
43.97569441795349,184.14442
44.07609033584595,183.27590999999998
44.17643928527832,184.84631999999996
44.27678370475769,184.04981999999998
44.37714076042175,184.32386999999997
44.47756242752075,184.10536
44.57792043685913,184.59181999999998
44.678282737731934,184.4905
44.77866792678833,184.73646000000002
44.87902569770813,186.12134999999998
44.97936701774597,187.18213999999998
45.079713106155396,186.68409
45.18005132675171,234.36462999999998
45.28042030334473,328.47267
45.38078737258911,293.16758
45.48119568824768,210.34492999999998
45.58172821998596,231.2494
45.68223476409912,228.10611
45.78271484375,221.83841999999999
45.8830988407135,216.67791
45.98359966278076,190.70569999999998
46.08414340019226,185.17347
46.184629917144775,182.64174
46.284934282302856,185.68250999999998
46.385470151901245,183.53591
46.48587393760681,185.06667
46.586326360702515,183.26489999999998
46.68688440322876,227.54092999999997
46.78734993934631,210.09650999999997
46.887890100479126,215.62199999999999
46.988287925720215,245.72324999999998
47.0888090133667,221.41972
47.18918704986572,193.94848000000002
47.28954005241394,187.92858999999999
47.389883279800415,184.78285999999997
47.49023413658142,186.38868000000002
47.59058332443237,188.72571
47.69093704223633,189.23229999999998
47.79130530357361,183.23318
47.89165997505188,180.40175999999997
47.992003440856934,182.48977
48.09234642982483,179.71999
48.192686319351196,181.88186000000002
48.293028831481934,181.48207999999997
48.39336657524109,181.28006
48.49371385574341,179.87076000000002
48.59405827522278,179.51185999999998
48.6943998336792,182.00454999999997
48.79475712776184,181.97707
48.895102977752686,185.63611999999998
48.9955267906189,183.35768000000002
49.09591197967529,185.07154999999997
49.19626998901367,183.64943
49.29667520523071,184.43618
49.39703416824341,184.46241
49.49754285812378,184.12368
49.597853899002075,184.66138999999998
49.69836664199829,182.06679
49.79880428314209,184.15175999999997
49.8993194103241,186.93798999999999
