Time (s),Package Power (W)
0.10026216506958008,328.58924
0.20069622993469238,368.78629
0.30129194259643555,356.31744999999995
0.4016532897949219,220.93694
0.5022077560424805,204.73762999999997
0.602614164352417,200.55855999999997
0.7030112743377686,190.25708
0.8033859729766846,188.54261
0.9038467407226562,184.23048999999997
1.00425124168396,342.78538
1.104835033416748,298.45444
1.2052102088928223,204.04
1.3055670261383057,204.97751
1.405921459197998,203.24288
1.5062766075134277,204.87373999999997
1.6066195964813232,204.05222
1.7069921493530273,202.92734000000002
1.807569980621338,195.73619
1.9079582691192627,194.58384
2.008312463760376,194.40745999999996
2.1086528301239014,193.68482
2.2090001106262207,193.62009999999998
2.309343099594116,193.26611
2.40968918800354,194.00646999999998
2.5100314617156982,191.12193999999997
2.6103131771087646,190.21863
2.7106571197509766,189.18225999999999
2.8110053539276123,185.15821000000003
2.9113457202911377,184.21461999999997
3.0116937160491943,186.14392999999998
3.1120331287384033,186.90382
3.2123849391937256,220.03911000000002
3.3127498626708984,207.47199999999998
3.4130818843841553,207.68867999999998
3.513429880142212,209.24629000000002
3.6137988567352295,205.44625
3.714127779006958,198.15684
3.814488172531128,194.71201999999997
3.914839267730713,188.19532
4.015164136886597,192.7345
4.115504264831543,193.79955
4.215867280960083,381.37963999999994
4.316389560699463,484.85715999999996
4.416891813278198,485.30393000000004
4.517293214797974,481.31591
4.617755651473999,493.24581
4.718143463134766,414.08646000000005
4.820936441421509,397.54964
4.92138409614563,227.59097
5.021851539611816,186.53395000000003
5.12221884727478,228.48024999999998
5.222512483596802,303.99581
5.322976112365723,207.65754
5.423364639282227,190.87109999999998
5.5237298011779785,187.15161
5.624086618423462,202.91146999999998
5.724464416503906,196.31968999999998
5.824798822402954,276.46596999999997
5.9251556396484375,325.91103000000004
6.025796890258789,279.36818999999997
6.126311779022217,189.45263
6.226679563522339,189.19750999999997
6.32703709602356,186.17139999999998
6.427371263504028,189.14503
6.527718544006348,191.36913999999996
6.628069877624512,188.46814
6.728448867797852,186.22205999999997
6.828806638717651,186.14394
6.929152727127075,191.85741
7.029500246047974,192.63744000000003
7.129848480224609,195.75817
7.2302086353302,195.55613999999997
7.330588102340698,195.87291
7.430928468704224,194.54417999999995
7.531277656555176,197.54587999999998
7.63173246383667,197.16442
7.732206344604492,196.19150999999997
7.832583665847778,196.93736
7.932936668395996,196.68528999999998
8.03328275680542,195.39867
8.133625030517578,193.68663
8.233985185623169,197.47508000000002
8.33432912826538,196.40148
8.434660911560059,195.31016999999997
8.535014629364014,197.16441000000003
8.635443925857544,197.82787
8.73587942123413,197.18272
8.836257219314575,197.00144999999998
8.9366295337677,194.76023999999998
9.03697657585144,196.04807999999997
9.137290477752686,196.42651
9.237641334533691,198.22763
9.337968826293945,195.58788999999996
9.438311576843262,196.72068000000002
9.53865361213684,197.38109
9.639078140258789,200.57627
9.739461660385132,196.02367
9.839850425720215,197.16563
9.940213203430176,197.84799999999998
10.040569543838501,194.10533999999998
10.140918016433716,195.30468
10.241264820098877,196.15671999999998
10.341613531112671,196.26171
10.441946744918823,194.43796999999998
10.542287588119507,195.31567
10.642743825912476,199.19930999999997
10.743137121200562,195.65196999999998
10.843590497970581,196.61020999999997
10.943969249725342,198.49864
11.044392108917236,196.03282
11.144901037216187,198.43089999999998
11.24532675743103,196.49058
11.34570050239563,196.69567
11.44605040550232,195.87229999999997
11.546316385269165,196.72250999999997
11.646780252456665,198.71226
11.747171878814697,197.46958999999998
11.847514152526855,196.56504999999999
11.94796085357666,193.73118999999997
12.048330545425415,196.20128999999997
12.14876127243042,196.28304999999997
12.249117612838745,195.48413
12.349444150924683,195.55675
12.449797630310059,195.50608
12.550151348114014,196.92821
12.650583267211914,196.39415999999997
12.750953674316406,186.59864
12.851315975189209,185.44751999999997
12.95166563987732,184.96963
13.052016019821167,184.06811999999996
13.152339696884155,186.11769999999999
13.25267767906189,184.35559
13.352996826171875,184.38246999999998
13.453339576721191,184.7914
13.553679704666138,184.90248
13.654023170471191,186.97828
13.754393339157104,230.6409
13.854750156402588,321.68801
13.955079793930054,290.79332999999997
14.055431127548218,213.36614999999998
14.155797243118286,195.08372
14.256174802780151,216.81341000000003
14.356615543365479,199.4398
14.456953525543213,210.49079999999998
14.557307958602905,214.41473000000002
14.657730102539062,213.0207
14.758111476898193,190.79113999999998
14.858480215072632,183.26917
14.95883059501648,183.47061
15.059178113937378,182.88039
15.159525394439697,182.34084
15.259869575500488,184.05042999999998
15.360207319259644,182.43422999999999
15.460570812225342,198.53890999999996
15.561064720153809,235.61708000000002
15.661479949951172,213.81171
15.761968851089478,213.90326000000002
15.862357139587402,220.25944
15.962876319885254,216.68890999999996
16.063244342803955,203.07075999999998
16.163596630096436,203.83798
16.263944625854492,204.11508
16.36428689956665,205.30464999999998
16.46463894844055,203.86666999999997
16.56498098373413,202.05148
16.665340662002563,200.72457999999997
16.765798091888428,198.63109
16.866177320480347,197.55381
16.966552734375,196.84581
17.066911697387695,197.74852
17.167263746261597,197.09239
17.267608880996704,196.45702
17.36795401573181,198.80991
17.468299865722656,195.04955
17.56864023208618,197.84067999999996
17.668994426727295,198.12266999999997
17.76943063735962,198.92282999999998
17.869815826416016,197.93955
17.970215559005737,195.77159999999998
18.07058572769165,198.744
18.17095947265625,196.58639999999997
18.27131199836731,198.57616
18.371665000915527,197.11802999999998
18.4720139503479,198.14889999999997
18.5723659992218,196.20004999999998
18.672710418701172,198.58226000000002
18.773136377334595,198.72569
18.87351655960083,199.50876999999997
18.973946809768677,199.37693
19.074374675750732,198.21359999999999
19.174729347229004,197.53856
19.275081396102905,199.77731999999997
19.375431060791016,199.28355
19.475796937942505,199.35678000000001
19.576143980026245,199.43370000000002
19.67649006843567,197.45311
19.77690577507019,197.16563
19.87728261947632,197.73203999999998
19.97770643234253,198.82457000000002
20.078142166137695,198.06223000000003
20.17853021621704,194.59362
20.278886318206787,197.75706
20.379228830337524,195.4182
20.47957158088684,198.41319
20.580036401748657,195.43041000000002
20.68041443824768,198.89474999999996
20.78079319000244,198.62132000000003
20.88115644454956,197.44334999999998
20.98161268234253,197.47262999999998
21.081981658935547,199.36717000000002
21.182411909103394,197.0222
21.282771825790405,197.73997
21.383114099502563,198.88071
21.483465433120728,196.57055
21.583815336227417,191.85252999999997
21.68417453765869,186.85193999999998
21.784627437591553,184.54482
21.884999990463257,186.50342999999998
21.98535919189453,184.04798999999997
22.08571195602417,185.73988
22.18613839149475,184.77674999999996
22.286512851715088,184.84144999999998
22.386859893798828,184.98426
22.48720097541809,186.62732999999997
22.587552547454834,187.50013
22.68803071975708,298.57956
22.78848123550415,338.64476
22.889044284820557,252.90523999999996
22.989611387252808,228.26906999999997
23.09011673927307,224.88344999999998
23.190590858459473,226.88296999999997
23.291046857833862,213.56391000000002
23.391486167907715,186.51623999999998
23.49190855026245,186.01819999999998
23.592323780059814,185.41944999999998
23.692697286605835,184.77736
23.793070077896118,182.53737
23.893481969833374,182.76564999999997
23.993921518325806,182.24806999999998
24.094324350357056,227.50796
24.194786071777344,208.55353999999997
24.295026302337646,223.32279
24.395262956619263,217.36762
24.49551248550415,218.07498999999999
24.595743656158447,217.18572999999998
24.696163415908813,203.95272999999997
24.796632528305054,198.58651999999998
24.89697289466858,197.12962
24.99744462966919,199.17245999999997
25.097850561141968,197.34507999999997
25.198279857635498,198.166
25.298726797103882,197.19920000000002
25.399157285690308,196.69260999999997
25.499584913253784,199.74986
25.600013732910156,198.29477
25.70046353340149,198.79894
25.800981521606445,198.18247
25.901357650756836,198.05126
26.00183081626892,197.98043999999996
26.102200031280518,195.70568
26.202566623687744,200.28573999999998
26.302931308746338,196.47106
26.40327739715576,197.46530999999996
26.503653287887573,199.24631999999997
26.60410475730896,198.202
26.70449161529541,197.94994000000003
26.80494475364685,197.75522999999998
26.905247926712036,197.72287999999998
27.00567388534546,196.38927
27.106062173843384,198.39670999999998
27.20657992362976,197.74667999999997
27.306883573532104,199.29209999999998
27.40727400779724,197.44456
27.507532596588135,198.60179000000002
27.608033418655396,199.31833
27.708436489105225,200.58236999999997
27.80889344215393,201.35996999999998
27.90925884246826,200.55368
28.009618997573853,198.68417999999997
28.110124349594116,198.21970999999996
28.210521697998047,197.95604
28.310879230499268,198.83189000000002
28.411226749420166,196.64256
28.511575937271118,201.05111999999997
28.61195158958435,199.48252
28.712536811828613,202.04782
28.81297278404236,199.89267999999998
28.91333293914795,198.66771
29.013701915740967,197.67893
29.114046812057495,198.62924999999998
29.21440100669861,199.42332999999996
29.31475067138672,197.10580999999996
29.415152311325073,199.75839999999997
29.51550817489624,199.43429999999998
29.615873336791992,204.48433999999997
29.716484308242798,201.99106
29.81695294380188,198.09519999999998
29.917336463928223,197.45615999999998
30.01769208908081,186.53638
30.118048906326294,184.45388
30.218371868133545,185.74416
30.31869673728943,183.52796999999998
30.419047117233276,187.09791
30.519392013549805,186.44421999999997
30.619730949401855,185.82106
